property_id,date_posted,days_on_zillow,price,description,beds,baths,year_built,latitude,longitude,lot_size,living_area,address_street,address_city,address_state,address_zipcode,reso_has_garage,reso_has_attached_garage,reso_garage_parking_capacity,reso_parking_capacity,reso_attic,reso_stories,reso_basement_yn,reso_has_cooling,reso_has_heating,reso_is_new_construction,reso_elementary_school,reso_middle_or_junior_school,reso_high_school,reso_tax_annual_amount
3219901,2025-02-07,367,175000,"The one you've been waiting for! 1304 N Walnut is an adorable home featuring over 1500 square feet of true one-level living.  Inside, you'll enter to the open concept living room and can instantly feel how well-maintained this home is. 4 bedrooms and 2 FULL Bathrooms provide plenty of space for your needs! Kitchen with gas stove and ample counter space. Outside you'll find a large deck and fully-fenced back yard! And the best part is the location! Convenient to everything and there is not a bit of updating needed with this one - all you need to do is bring your best offer and move in!",4,2.0,2014,40.128838,-88.240776,7920.0,1534.0,1304 N Walnut St,Champaign,IL,61820,False,,,2,,1.0,0.0,1.0,1.0,0.0,Champaign Elementary School,Champaign/Middle Call Unit 4 351,Central High School,3440.0
3215906,2025-02-07,410,220000,"This property consists of a residential house with an unfinished basement, a machine shed, a studio apartment, and a guest house.  The main house offers 3BR, approx 1700 sqft, the guest house offers 3BR/1BA and approx 1100 sqft.  This property is being sold as is. Condition reflects price.",2,2.0,1963,40.02418,-88.34162,200811.0,1792.0,645 County Road 1000 N,Champaign,IL,61822,True,1.0,2.0,2,,1.0,1.0,1.0,1.0,0.0,Unity East Elementary School,Unity Junior High School,Unity High School,4396.0
3226540,2025-02-07,348,197500,"Sitting in the heart of Champaign near shopping, restaurants and entertainment this 3 bedroom 1.5 bath beautifully updated home is set to impress! The clean exterior sets the tone for what you'll discover inside starting in the spacious living room. Head into the large kitchen to find crisp white cabinetry and plenty of counterspace. A separate dining room offers great entertaining space. Just off the dining, the split bedroom design begins with the primary boasting private access to the backyard and half bath. The two additional bedrooms share the updated hallway full bath. Play out in the fully fenced backyard with convenient garden shed for all your tools and toys! With so many updates in the last three years you'll want to schedule your private showing today!",3,2.0,1949,40.110744,-88.272484,6800.0,1357.0,512 S Fair St,Champaign,IL,61821,True,0.0,1.0,1,,1.0,1.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Central High School,4214.0
3218594,2025-02-08,348,125000,"Completely renovated 3 Bedroom, 1 Bath Ranch near Bus Stop in the Scottswood Neighborhood. New Luxury Vinyl Plank throughout the first floor. Spacious Kitchen and updated bathroom. Freshly painted throughout.    Good off street parking plus a Garage.   Less than two blocks from Weaver Park and 6 blocks Dr. Preston L. Williams Jr. Elementary. Great Starter home or investment property.",3,1.0,1962,40.11138,-88.1746,8276.0,925.0,121 S Scottswood Dr,Urbana,IL,61802,True,0.0,1.0,3,,1.0,0.0,1.0,1.0,0.0,Dr. Preston L. Williams Jr. Elem,Urbana Middle School,Urbana High School,2019.0
65290922,2025-02-10,368,248000,"HERE IT IS! Don't miss this fantastic home on a coveted corner lot right across from the park! This 3-bedroom, 2-bathroom ranch is ready for its next owner. Step inside to an open floor plan featuring a spacious living room with vaulted ceilings. The kitchen offers plenty of cabinet space and flows seamlessly into the dining area. Generously sized bedrooms add to the home's appeal, including a primary suite with its own bathroom and a spacious walk-in closet. Need extra storage? Check out the handy pantry in the main hall! The fenced-in backyard is perfect for relaxing or entertaining. Recent updates include a new roof in 2022, solar panels installed in 2023 for energy efficiency that will convey with the home, and fresh paint. Conveniently located near shopping, restaurants, bus stops, and interstate access.",3,2.0,2005,40.15185,-88.25258,5391.0,1468.0,501 Bardeen Ln,Champaign,IL,61822,True,1.0,2.0,2,,1.0,0.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Central High School,4711.0
3218569,2025-02-10,410,127500,,3,1.0,1963,40.110252,-88.17653,6300.0,925.0,207 Dodson Dr S,Urbana,IL,61802,True,0.0,2.0,2,,1.0,0.0,1.0,1.0,0.0,,,,2068.0
3238170,2025-02-11,348,254900,"Welcome home to 1616 Fairlawn! This charming ranch-style home sits on a double lot and features a partially finished basement, offering plenty of space and exceptional craftsmanship, lovingly maintained by its original owner. Step onto the inviting front deck and feel right at home. Inside, the spacious kitchen opens to a bright dining area and a living room with soaring vaulted ceilings. Cozy up by the gas fireplace in the living room, perfect for relaxing evenings. The master suite features a full bath and abundant natural light. You'll also appreciate the generous laundry room space, complete with ample cabinetry and counter space. The oversized, heated garage includes a half bath, making it ideal for hobbyists or extra workspace. Downstairs, the partially finished basement offers even more potential, with a kitchen, living area, and a room previously used as a bedroom (note: no egress). Recent updates include a new roof (2020) and a furnace & A/C replacement (2021). With newer flooring throughout the first floor and fresh paint, this home is move-in ready. Don't miss your chance to make 1616 Fairlawn your own!",3,3.0,1987,40.100933,-88.18804,12390.0,1451.0,1616 E Fairlawn Dr,Urbana,IL,61802,True,1.0,2.0,2,,1.0,1.0,1.0,1.0,0.0,Urbana Elementary School,Urbana Middle School,Urbana High School,2188.0
3234642,2025-02-12,304,650000,"Welcome to 2412 Wendover Pl - An Elegant Blend of Original Charm and Modern Upgrades    One of the first Sunbuilt Homes in the subdivision, this residence was designed to set an elegant tone for the new neighborhood. The main level boasts exquisite hardwood flooring throughout with the original oak accents in the entry and kitchen, and the sophisticated Siberian birch with stone inset detailing in the dining room, living room, and den. Enjoy the refined ambiance of the a grand 2-story beamed great room that makes a striking impression created by Rainforest Brown Marble flooring, a wood burning fireplace with a gas starter and a secondary stairway leading to the upper level. Over the garage, a versatile fourth bedroom serves as a dual office featuring built-in work areas, custom shelving, a charming window seat with storage, and ample closet space. The expansive master suite is a private retreat, featuring bamboo flooring, a cozy sitting area, and a luxury bath enhanced by a heated towel rack for added comfort.    Thoughtful upgrades extend to the home's essential systems and features with both original HVAC systems being upgraded and replaced in 2012. Recent improvements include the replacement of five Pella windows within the last two years. Additional reassurances include a comprehensive pre-inspection report available upon request, and a reliable sump pump with water backup.   Step outside into your private backyard oasis, where nature and tranquility converge. Overlooking Lotus Pond-with resident swans Bert & Ernie, gracing the water-the landscaped space has been thoughtfully transformed for both entertaining and secluded relaxation. Enjoy the serene garden arbour, soothing water feature, and abundant plantings, all while appreciating the potential for further outdoor customization. For those seeking creative or additional functional space, the full unfinished basement offers unlimited potential. It's perfectly poised to become a workspace, home office, recreational area, or entrepreneurial mecca.Additional benefits include a low HOA fees and a prime location close to the Village At The Crossing, where an array of restaurants, businesses, and retail shops awaits.  Experience the perfect balance of charm and modern enhancements of this elegant home. Schedule your private tour today and envision your future in this exceptional home!Possession available after April 15, 2025",4,3.0,1993,40.08244,-88.29999,,3830.0,2412 Wendover Pl,Champaign,IL,61822,True,1.0,3.0,3,Pull Down Stair,2.0,1.0,1.0,1.0,0.0,Unit 4 Of Choice,Jefferson Middle School,Central High School,15179.0
3239363,2025-02-12,356,262000,"Welcome to 705 W Indiana! Ideally located in the desirable State Streets neighborhood, just a block away from campus! Through the inviting covered front porch enter into a space full of character, featuring original oak trim and gleaming oak hardwood floors. This home offers 4 bedrooms, including a finished attic space that provides a spacious fourth bedroom. The main level includes a formal dining room, providing the perfect setting for family gatherings with direct access to the kitchen that boasts ample cabinet space. With plenty of windows throughout, natural light fills every room, creating a warm and inviting atmosphere. An unfinished basement provides additional storage. This home has been pre-inspected for your peace of mind, ensuring a seamless transition for its new owners. Don't miss this opportunity to own this home!",4,1.0,1914,40.10254,-88.21629,8276.0,1916.0,705 W Indiana Ave,Urbana,IL,61801,True,0.0,1.0,1,"Finished,Interior Stair",2.0,1.0,1.0,1.0,0.0,Leal Elementary School,Urbana Middle School,Urbana High School,8472.0
3199133,2025-02-12,362,292000,"This beautifully maintained three-bedroom, two-bath ranch is ready to welcome you home! Gleaming hardwood floors flow through the open-concept living and family rooms. The living room features built-in cabinets and shelving-perfect for storing your favorite books, board games, or collectibles! Unwind in the family room, where a gas fireplace is framed by two large windows, offering a great view of the backyard. The kitchen, complete with stainless steel appliances, opens up to the family room, making it easy to stay connected while cooking. The primary bedroom includes an en-suite bath and a walk-in closet for added convenience. A fantastic sunroom addition provides access to a spacious deck, a fully fenced backyard, and an 8x10 storage shed for all your outdoor gear. Major updates in 2021 include a new roof, furnace, AC, humidifier, attic insulation, and sealed crawlspace, along with new siding, gutters, and gutter helmets.",3,2.0,1979,40.07869,-88.25121,9147.0,1872.0,1812 Old Maple Ln,Savoy,IL,61874,True,1.0,2.0,2,,1.0,1.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Central High School,4556.0
3239483,2025-02-12,299,411000,"This four-bedroom historic home in West Urbana's picturesque, tree-lined State Streets neighborhood is the perfect mix of classic charm and modern convenience! Step inside and feel the warmth of the spacious living room, complete with a cozy wood-burning fireplace and beautifully refinished hardwood floors that run throughout the main level. Just off the living area, you'll find a bright and airy enclosed sunroom-an absolute dream for a remote worker looking for a peaceful home office or a thriving artist seeking endless inspiration and natural light! The dining space adds vintage charm with original built-in cabinets and flows seamlessly into the beautifully updated kitchen, fully redesigned in 2016, removing a wall and opening it up with the peninsula counter to the dining room, exposing the brick behind the stove. Featuring sleek quartz countertops, stainless steel appliances, and plentiful cabinet storage, this kitchen is designed for all your cooking adventures. The door to the foyer was closed in to create the pull-out pantry in the kitchen and the large closet in the foyer with the french doors that you see when you enter the house. Downstairs, a versatile living space with a huge picture window can easily function as a spacious fifth bedroom. With a full bathroom conveniently located just off the room, it offers the perfect opportunity to be transformed into a private and comfortable primary suite. Upstairs, you'll find four comfortable bedrooms and another full bathroom. Need more space? Head up to the huge attic with high ceilings and wired electrical, just waiting to be transformed into your next creative project, reading nook, or extra living area! Outside, the backyard is a true retreat. A large fenced-in garden with mature landscaping bursts into bloom from spring to fall, while a lovely brick patio provides the perfect setting for summer barbecues, morning coffee, or a great space for your furry friends to run free. To top it off, a new roof was added in 2020, and an active radon system ensures peace of mind for years to come. And the location? Simply unbeatable! Just blocks from the University of Illinois, Carle Park, and a city bus line, you'll have green space, schools, and all the excitement of downtown Urbana right at your fingertips. Don't miss out on this one-it's a true gem!",4,2.0,1912,40.102192,-88.213524,7840.0,2301.0,504 W Michigan Ave,Urbana,IL,61801,True,0.0,1.0,1,"Interior Stair,Unfinished",2.0,1.0,1.0,1.0,0.0,Leal Elementary School,Urbana Middle School,Urbana High School,13685.0
3240515,2025-02-12,374,340000,"Don't miss your chance to own this charming midcentury gem in Urbana, ideally located near the University of Illinois and Larson Park. This stunning tri-level home boasts 5 spacious bedrooms, 2.5 bathrooms, and 2 separate living areas, providing plenty of room for comfortable living. The open floor plan seamlessly connects the living room/dining space with the kitchen, creating a modern and inviting space. Skylights throughout the home enhance the natural light, while gorgeous wood ceilings add warmth and character. The living room stands out with its striking floor-to-ceiling brick and wood fireplace, serving as a beautiful focal point. Expansive windows along the back of the home fill the space with natural light and offer picturesque views of the peaceful backyard. Additional highlights include an attached one-car garage and a spacious backyard, perfect for outdoor gatherings and activities.",5,3.0,1960,40.091984,-88.2003,,2373.0,2016 Cureton Dr,Urbana,IL,61801,True,1.0,1.0,1,,2.0,1.0,1.0,1.0,0.0,Yankee Ridge Elementary School,Urbana Middle School,Urbana High School,7378.0
3217880,2025-02-13,360,193000,"This is a unique property that includes over 6/10's of an acre, 3 bed, 2 bath home and 5 total garage spaces. Step inside and you'll find updated plank flooring and a kitchen with white cabinets and black stainless steel appliances that create a great contrast. A large family room with fireplace sits over the 2 car attached garage and is a huge space for family or friends. Off the kitchen is a striking 4-seasons room with heat and AC. 2 bedrooms on the main floor include a master bedroom suite with step in shower and large bedroom with good closet space. Upstairs you will find space for bedrooms 3 and 4. The home sits on an unfinished basement for additional storage space. The 3 car detached garage includes heat, water and 200 amp electric service along with plenty of wall outlets and would make a great workshop or mechanics bay.",3,2.0,1969,40.127693,-88.18589,23958.0,2103.0,1808 E Perkins Rd,Urbana,IL,61802,True,1.0,5.0,5,,1.0,1.0,1.0,1.0,0.0,Thomas Paine Elementary School,Urbana Middle School,Urbana High School,3887.0
65293496,2025-02-13,371,210000,"Welcome home to this move in ready 2 bedroom, 2 bath ranch in Champaign's sought after Ashland Park subdivision! You'll love the huge living room highlighted by vaulted ceilings and great natural light. The open dining area and kitchen offer fantastic entertaining space as well as beautiful wood cabinets. The split bedroom designs begins with the primary featuring a walk-in closet and private full bath with walk-in shower and extra storage. Just off the entry you'll find the second bedroom and hallway bath. Enjoy the cool, crisp air in the backyard with no neighbors behind you or check out the neighborhood park with picnic tables, playground, volleyball and basketball! Make this one yours today!",2,2.0,2005,40.15035,-88.25469,5750.0,1175.0,613 Doisy Ln,Champaign,IL,61822,True,1.0,2.0,2,,1.0,1.0,1.0,1.0,0.0,,,,4105.0
3229016,2025-02-13,405,150000,"Looking for a move-in ready home that would be great for a first-time buyer or turn-key investment opportunity? Then check out this 3 bed, 1.5 bath with an attached 1 car garage. The home has been freshly painted and both bathrooms have been completely updated. Other major updates include new furnace and water heater in December 2024, along with a new roof in 2020. The main bedroom features dual closets and an attached half bath that leads to the laundry room.",3,2.0,1960,40.098675,-88.29184,7133.0,1260.0,2710 W Kirby Ave,Champaign,IL,61821,True,1.0,1.0,1,,1.0,0.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Centennial High School,2936.0
3240539,2025-02-14,367,299900,"A unique ranch home with extraordinary architectural features in a very sought-after Urbana neighborhood. The home features over 2200 square feet with 4 bedrooms, 2 full bathrooms, a large living room, spacious laundry room, stunning heated sunroom, and a 2 car garage. The heated sunroom leads to a deck that spans the large yard and is excellent for enjoying the outdoors. Recent updates on this home include: in 2021 remodeled west bathroom; in 2023 updates include a new roof, radon mitigation system, and fiber internet; in 2024 replaced drywall and insulation in west hall, kitchen walls, and ceiling, added new insulation in attic, replaced and updated plumbing in the attic with insulated PEX pipes. Also in 2024, replaced flooring throughout with luxury vinyl plank, installed new kitchen cabinets, range hood, and counters, updated plumbing and fixtures, new water heater, and freshly painted interior throughout. Very convenient location. Close to U of I. This home is move in ready!",4,2.0,1952,40.08936,-88.20738,17424.0,2284.0,2110 Grange Dr,Urbana,IL,61801,True,1.0,2.0,2,,1.0,0.0,1.0,1.0,0.0,Yankee Ridge Elementary School,Urbana Middle School,Urbana High School,6840.0
3224075,2025-02-14,291,250000,"Welcome home! You will love all that this home offers - including 3 bedrooms and 2 bathrooms, with spacious living areas perfect for entertaining or everyday living. An unfinished basement offers storage and potential for adding finished square footage. Outside, the fenced-in backyard and two-car detached garage are great features you don't want to miss. Located near Downtown Champaign, campus, and lots of amenities. Don't miss out on this opportunity!",3,2.0,1946,40.11327,-88.25952,7405.0,1626.0,913 W Union St,Champaign,IL,61821,True,0.0,2.0,2,,1.0,1.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Central High School,5471.0
3237589,2025-02-15,355,127000,"DISCOVER THE POTENTIAL of this home with great curb appeal and sought after location on E Delaware Ave just east of Wiley school. This 3-bedroom home offers large living room with bay-window, updated bathroom(shower only), kitchen with newer appliances(gas stove). Off the kitchen you'll find the nicely sized utility room(W/D included) and backdoor that leads you into partially fenced back yard with mature trees. Updates include roof(Apr. 2 years) replacement windows and newer furnace and water heater. The larger 1.5-car detached garage offers plenty of room for your vehicle and ample storage space. Generously sized lot; a long concrete driveway provides additional parking. Located near schools, parks, restaurants, bus line, and less then 10 minutes to U of I campus. Excellent opportunity for those looking to create their own dream home!",3,1.0,1952,40.099434,-88.19673,6900.0,845.0,910 E Delaware Ave,Urbana,IL,61801,True,0.0,1.0,4,,1.0,0.0,1.0,1.0,0.0,Urbana Elementary School,Urbana Middle School,Urbana High School,1664.0
3197441,2025-02-17,300,330000,"You deserve the best...and this exceptional Solar powered two-story home tucked inside of the desirable Glenshire subdivision of west Champaign welcomes you into this spacious 4-bedroom home. From the large front foyer, you can choose between the formal living/office space or formal dining room that leads you through to the oversized kitchen. Large enough for an island or kitchen table. The newer stainless-steel appliances and, abundance of countertop space make it great for a large gathering. From here you can enjoy company in the open family room that is always cozy with the gas fireplace. Or you can continue the party outside on the backyard deck that overlooks the full fenced oversized corner lot. The first floor also offers mudroom and a powder room with privacy. The second-floor landing is impressive leading you to the four bedrooms capped with the oversized master suite with a large walk-in closet, double sinks, tiled shower & separate whirlpool tub. Don't miss this one!!  NOTE: The price was adjusted to reflect the free and clear whole home solar system valued at approximately $70,000.  The average monthly energy production is approximately $250.",4,3.0,1999,40.102135,-88.30942,10400.0,2140.0,3902 Englewood Dr,Champaign,IL,61822,True,1.0,2.0,2,,2.0,0.0,1.0,1.0,0.0,Champaign Elementary School,Champaign/Middle Call Unit 4 351,Centennial High School,6066.0
65293429,2025-02-17,280,1075000,"If you're looking for beauty and private space all wrapped up in one location then look no further. This house sits on over 14 acres of private land. This updated home offers the perfect blend of privacy and modern comfort. Featuring 5 spacious bedrooms and 4.5 bathrooms, this home has been thoughtfully updated throughout. The attention to details are what really separates this home, don't miss the reclaimed stained glass windows and features carefully placed throughout the home. The large, open kitchen is perfect for entertaining, while the great room boasts soaring vaulted ceilings and a striking floor-to-ceiling fireplace. Expansive windows throughout offer stunning views of the serene property, with no direct neighbors in sight. The primary suite is a true retreat, complete with an attached sitting room/office, and a beautifully updated en suite bathroom featuring heated floors, a soaker tub and a large tiled shower. The opposite wing of the house offers 3 bedrooms and 2 updated bathrooms. The full walk-out basement adds even more living space, including a bedroom and full bathroom, ideal for guests or extended family. The oversized 2-car attached garage and 4-car detached garage provide ample storage and workspace. Enjoy the tranquility of this private setting while being just minutes away from modern conveniences.",5,5.0,1995,40.13819,-88.166115,609840.0,5800.0,2409 N High Cross Rd,Urbana,IL,61802,True,1.0,6.0,6,,1.0,1.0,1.0,1.0,0.0,Urbana Elementary School,Urbana Middle School,Urbana High School,18257.0
70052445,2025-02-17,327,600000,"Exquisite 6-bedroom, 4-bathroom (3965sf) former builder's model home, thoughtfully designed for luxurious and comfortable living, including a basement with 2 bedrooms, full bath, full kitchen and family room. Every detail in this home has been carefully curated to offer both modern elegance and everyday convenience. Step inside to discover beautiful birch hardwood floors that flow seamlessly throughout the open and airy layout, complemented by quartz countertops and an abundance of natural light. The kitchen is a true showstopper, featuring custom-painted maple cabinetry designed to resemble fine furniture, slate stainless steel appliances, and an inviting space perfect for gathering. This home is designed for both relaxation and entertainment, with a finished basement that includes a second kitchen, making it ideal for multi-generational living or hosting guests. Cozy up by the charming gas fireplace, while enjoying the warm ambiance created by rich exposed stack stone accents and subtle recessed lighting. Luxury and convenience continue with dual-zoned A/C and heating, ensuring year-round comfort, and a covered porch where you can unwind and take in breathtaking sunset views over an unobstructed backyard. With no neighbors behind, this private retreat is a rare find. Perfectly situated in Southwest Champaign's desirable Trails Edge Subdivision, this home is just moments from two parks and the YMCA fitness center, providing endless opportunities for outdoor fun and recreation. This is more than just a house-it's the perfect upscale home for comfortable living. Don't miss the chance to make it yours! Pre-Inspected.",6,4.0,2017,40.09179,-88.32808,11200.0,2806.0,1909 Savanna Dr,Champaign,IL,61822,True,1.0,3.0,3,Unfinished,2.0,1.0,1.0,1.0,0.0,Champaign Elementary School,Champaign/Middle Call Unit 4 351,Centennial High School,14220.0
3239368,2025-02-18,398,281000,"Follow the red brick road to this sweet bungalow located in Urbana's State Street and Leal Elementary School area. This One Storyphome is nestled on a beautiful tree-canopied street with vintage street lights, located one block from Carle Park, convenient to UIUC, Urbana's vibrant downtown and the ever popular Farmer's Market. This welcoming neighborhood is known for it's gatherings and Annual Block Party dating back to 1994. Originally built in 1954 as a duplex, it was thoughtfully converted in the early 1980's to a single family home by the current owner of 40+ years. As a licensed electrician and professional engineer, care was given to every aspect of the conversion. The main floor of the home has 1489 SF comprised of 3 bedrooms, 2 full baths, living room, dining room (hardwoods under LR/DR flooring), a fully applianced galley kitchen with spacious pantry closet, generous cabinetry and convenient counter workspace. The Primary bedroom suite includes an updated full bath with a walk-in shower. Generous closet space is found throughout the main floor. The 800+ SF unfinished partial basement provides 3 good sized very usable rooms, super storage and an exterior back exit. Exterior features include a 2 Car detached garage, a lovely landscaped backyard and a 13x15 screen porch for seasonal enjoyment. In an area where it's common to find shared driveways, this home has a long private driveway that provides extra off-street parking. Updates since 2017 include new garage siding, replaced house gutters, soffits, fascia, added gutter guards, cedar siding stained, exterior basement stair retaining wall replaced, screen porch addition with Trex-type floor, concrete driveway replaced, updated Primary full bathroom, washer/dryer 2022, Furnace/AC 2024. Original and conversion blueprints will transfer with the home. For buyer convenience, the home has been pre inspected 12/11 by Healthy Homes and a termite inspection was done 12/16 by Weldon Pest Inspection, reports are available on request. Come visit this sweet charmer...you'll be glad you did!",3,2.0,1954,40.10283,-88.21451,7761.0,1489.0,607 Indiana Ave,Urbana,IL,61801,True,0.0,2.0,2,,1.0,1.0,1.0,1.0,0.0,Leal Elementary School,Urbana Middle School,Urbana High School,6514.0
3239691,2025-02-18,325,375000,"Are you looking for a home with character? This beautiful Tudor-style home is in a prime Urbana location just blocks from campus. As soon as you enter through the foyer, you'll be greeted by character with hardwood floors, rounded archways, and molding. Step down into the spacious formal living room with french doors accessing the lush backyard. The separate dining room is a great place for hosting dinner parties, located next to the kitchen. Upstairs boasts 4 bedrooms and 2 full bathrooms. The lower level offers a finished flex space, perfect for an additional living room or office. The two-car detached garage features an attached greenhouse. Experience all this home has to offer!",4,2.0,1936,40.09851,-88.2126,6969.0,2357.0,406 W Florida Ave,Urbana,IL,61801,True,0.0,2.0,2,,2.0,1.0,1.0,1.0,0.0,Leal Elementary School,Urbana Middle School,Urbana High School,11549.0
3232797,2025-02-18,360,350000,"Don't miss this exceptional combination of a great house in a convenient location! The floor plan offers a rare combination of 2,700+ square feet, a first floor bedroom & full bath, and a HUGE kitchen at this price point. Other highlights include generous proportions throughout all rooms, a luxurious 2nd floor primary suite, full complement of stainless steel kitchen appliances and high-efficiency laundry appliances. The kitchen features solid surface counters with undermount sink, newer tile backsplash, and updated light fixtures throughout. The front living room and 1st floor bedroom/office feature full-length windows that face south, overlooking the front porch. The family room features a triple sliding glass door that opens onto a deck and a fenced backyard. See 3D virtual tour and HD photo gallery!",5,3.0,1984,40.09084,-88.27204,11761.0,2705.0,1604 Devonshire Dr,Champaign,IL,61821,True,1.0,2.0,2,,2.0,1.0,1.0,1.0,0.0,Unit 4 Of Choice,Unit 4 Of Choice,Central High School,6526.0
3229004,2025-02-18,349,197000,"TOP NOTCH, PROFESSIONAL, QUALITY & COMPLETE REMODEL! Fantastic, updated 4 BEDROOM ranch in Holiday Park! Good looking home with beautiful beveled glass front door that opens into the big, bright front living room, with lots of natural light pouring in.  Professionally painted interior & trim...BRAND NEW soft, thick carpet and upscale LVP flooring...all in current colors & decor. ALL NEW 6 panel interior doors with brushed NEW nickel lever handles and hinges. BRAND NEW white trim and baseboards. BRAND NEW light and plumbing fixtures & window blinds through out.  Updated 100 amp electric, breakers, ALL NEW plugs, switches & ground faults. NEW tub surround and vanity in bath.  Kitchen with BRAND NEW stainless appliances, counter tops, sink, faucet and BRIGHT WHITE shaker style cabinets. NEW moveable center island for extra counter space or as a buffet.  Plenty of table space by the sliding patio door leading to the large deck out back...perfect for summer cookouts!  BRAND NEW washer/dryer & hot water heater. (2025) Want to rent out a room or need a private office space? Use the 4th bedroom that a separate back entrance, window and big closet. Convenient laundry closet in the kitchen ...making it easy to start dinner throw in a load of laundry. NEW roof (2019) NEW HVAC (2020) NEW garage door opener. (2025)  Vinyl siding & repl. windows (not original)  BRAND NEW exterior sliding glass patio door to the deck. NEW back exterior door. GREAT BACK YARD with large deck, mature trees and garden shed (needs work) & a professionally installed chain link fence. Deeper garage with room for a bench work area & drop down attic stairs. Centrally located near Centennial Park, Sholem Pool, Prairie Farm, restaurants & shopping. Make no mistake...This is not one of those typical fast ""flip"" homes...This one was done with pride in workmanship, paying close attention to detail as it was intended for a family member's forever home.  But life happens... so now is your chance... You will NOT BE disappointed with this one!  Call your favorite Realtor to schedule your showing today!",4,1.0,1961,40.09941,-88.29057,6969.0,1360.0,1506 Centennial Dr,Champaign,IL,61821,True,1.0,1.0,5,,1.0,0.0,1.0,1.0,0.0,Champaign Elementary School,Champaign/Middle Call Unit 4 351,Centennial High School,1028.0
70052409,2025-02-18,334,784000,"Stunning 5 bedroom, 4.5 bath plus office in Champaign's premier Trails at Chestnut Grove subdivision! Head up the landscaped path to an inviting covered porch where you'll find rustic stone accents and plenty of room to enjoy the crisp air. Once inside, the flowing main floor begins in the spacious living room highlighted by gorgeous wood floors, built-in shelving and a cozy fireplace. You'll love the entertainer's dream kitchen featuring a huge center island with seating, high end stainless appliances, stylish subway tile backsplash, large pantry and breakfast area. Discover modern wainscotting and a beautiful bay window in the formal dining room. Completing the sprawling first floor is a convenient drop zone off the three car garage, guest half bath and bonus room, perfect for an office or workout space. A double sided staircase leads you up to the second floor where you'll find four bedrooms, including the incredible owner's suite with tray ceiling, walk-in closet and an amazing private bathroom featuring heating tile flooring, double vanity and an incredible walk-in shower. Need more? The full, partially finished basement boasts a huge family room with wet bar, fifth bedroom and fourth full bath plus additional storage space. Soak up the breathtaking water views of the neighborhood lake from the back deck or spend your evenings around the firepit on the stone patio! This truly unique home must be seen to be appreciated!",5,5.0,2015,40.097805,-88.32748,,3000.0,4809 Chestnut Grove Dr,Champaign,IL,61822,True,1.0,2.0,2,,2.0,1.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Centennial High School,19335.0
447545120,2025-02-19,248,405800,"New construction home in the Stone Creek subdivision! Desirable floor plan featuring 3-bedrooms, 2.5-bathrooms, a 3-car attached garage, and an expansive 20.8'x6' covered back patio. The open-concept living room features cathedral ceilings and vinyl plank flooring. The one-of-a-kind kitchen will have quartz countertops, an island with a waterfall countertop, walk-in pantry, tile backsplash, and a custom range hood. The island and lower cabinets will be mocha and the upper cabinets will be white. The spacious primary suite features a walk-in shower, soaking tub, a double sink vanity, and a walk-in closet. You will love that this property is situated within feet of Atkins Golf Course, you can enjoy the peaceful, scenic views from your covered front porch while taking in the additional perks this property has to offer, including: an appliance credit of $1650, one-year builder warranty, customizable interior finishes, and big property savings through the THINK Urbana Program!",3,3.0,2025,40.09607,-88.180954,13503.0,1767.0,1901 S Stone Creek Blvd,Urbana,IL,61802,True,1.0,3.0,3,Pull Down Stairs,1.0,0.0,1.0,1.0,,,,,
3225080,2025-02-19,304,259900,"Nestled on a picturesque brick-paved, tree-lined street, this three-bedroom, one-and-a-half-bathroom home invites you to relax on the welcoming front porch and enjoy the neighborhood's timeless appeal. Inside, original hardwood floors and woodwork flow throughout most of the home. The entryway leads you up the staircase or through a stunning pillared entry into the parlor. The cozy family room, featuring a wood stove fireplace insert, is framed by elegant pocket doors. A convenient half-bath, a spacious closet, and backyard access are also located off the family room. The kitchen's center island adds seating options and a charming butler's panty is perfect for keeping small appliances out of sight while maintaining a clutter-free space. Upstairs, you'll find three generously sized bedrooms, all offering walk-in closets. The primary bedroom features an oversized walk-in closet with a washer/dryer hookup and sink-making laundry effortless. A built-in linen closet in the hallway provides extra storage. The full upstairs bathroom showcases a clawfoot tub, walk-in shower, and dual sinks. The full, unfinished basement offers endless possibilities, from extra storage to a workshop space. It currently houses an additional washer and dryer setup. Step outside to enjoy the large deck overlooking the fenced backyard, with easy access to the detached one-car garage. This home is ideally located near local schools, West Side Park, and just minutes from downtown Champaign-perfect for dining, entertainment, and catching a show at the Virginia Theatre!",3,2.0,1909,40.114105,-88.25524,7840.0,2293.0,707 W White St,Champaign,IL,61820,True,0.0,1.0,1,,2.0,1.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Central High School,5243.0
